ACCESORIOS,COOKWR,CO4705,HORNO HOLANDES 2 QT/16CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Olla%20de%202%20lts.jpg?alt=media&token=f1fab3de-d4a3-4782-a661-e4546cb91db1,258.93
ACCESORIOS,COOKWR,CO4705-1,HORNO HOLANDES CON TAPA 2 QT/16CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Olla%20de%202%20lts.jpg?alt=media&token=f1fab3de-d4a3-4782-a661-e4546cb91db1,368.75
ACCESORIOS,COOKWR,CO4710,HORNO HOLANDES  3 QT/20CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Olla%20de%203%20lts.jpg?alt=media&token=5474da7a-8352-4264-a6a9-a9dd33fa82e6,296.43
ACCESORIOS,COOKWR,CO4710-1,HORNO HOLANDES CON TAPA 3 QT/20CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Olla%20de%203%20lts.jpg?alt=media&token=5474da7a-8352-4264-a6a9-a9dd33fa82e6,411.61
ACCESORIOS,COOKWR,CO4715,HORNO HOLANDES CON TAPA 4 QT/20CM,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Olla%20de%204%20lts.jpg?alt=media&token=413c7855-549b-4ba9-b75e-09a806b2c378,454.46
ACCESORIOS,COOKWR,CO4720,HORNO HOLANDES 6 QT/26CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Olla%20de%206%20lts.jpg?alt=media&token=d49a32cd-8dac-434b-b77d-d12880ea91a9,403.57
ACCESORIOS,COOKWR,CO4720-1,HORNO HOLANDES CON TAPA 6 QT/26CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Olla%20de%206%20lts.jpg?alt=media&token=d49a32cd-8dac-434b-b77d-d12880ea91a9,545.54
ACCESORIOS,COOKWR,CO4725,HORNO HOLANDES CON TAPA 8 QT/26CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Olla%20de%208%20lts.jpg?alt=media&token=7789951f-ddf3-4e35-b0e1-b7a541c74f85,586.61
ACCESORIOS,COOKWR,CO4730,SARTÉN DE 8"/2 QT/20CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Sart%C3%A9n%20de%208%20pulgadas.jpg?alt=media&token=285ec0fa-aa39-4fe3-95e2-44261bf0b9fb,276.79
ACCESORIOS,COOKWR,CO4730-1,SARTÉN CON TAPA 8"/2 QT/20CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Sart%C3%A9n%20de%208%20pulgadas.jpg?alt=media&token=285ec0fa-aa39-4fe3-95e2-44261bf0b9fb,391.96
ACCESORIOS,COOKWR,CO4735,SARTÉN DE 10.5"/4QT/26CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Sart%C3%A9n%20Gourmet%20de%2010%20pulgadas%20con%20tapa.jpg?alt=media&token=6ed8f441-674b-4289-8b09-7f4d54c2adfc,366.07
ACCESORIOS,COOKWR,CO4735-1,SARTÉN CON TAPA 10.5"/4QT/26CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Sart%C3%A9n%20Gourmet%20de%2010%20pulgadas%20con%20tapa.jpg?alt=media&token=6ed8f441-674b-4289-8b09-7f4d54c2adfc,508.04
ACCESORIOS,COOKWR,CO4746,OMELETERA 8"/20CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Sart%C3%A9n%20Gourmet%20de%208%20pulgadas%20con%20tapa.jpg?alt=media&token=0a6b5f4d-4058-4ce0-987c-f0aea31c3af1,240.18
ACCESORIOS,COOKWR,CO4751,OMELETERA 10"/24CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Sart%C3%A9n%20Gourmet%20de%2010%20pulgadas%20con%20tapa.jpg?alt=media&token=6ed8f441-674b-4289-8b09-7f4d54c2adfc,292.86
ACCESORIOS,COOKWR,CO4800,TAPA PEQUEÑA 16CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Tapa%20peque%C3%B1a.jpg?alt=media&token=af9ceafa-0a2a-482b-ad70-df9f4c8f1a91,109.82
ACCESORIOS,COOKWR,CO4801,TAPA MEDIANA 20CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Tapa%20mediana.jpg?alt=media&token=10e2a3b0-6aa6-47cf-a89b-a97274d3fc74,115.18
ACCESORIOS,COOKWR,CO4802,TAPA GRANDE 26CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Tapa%20grande.jpg?alt=media&token=b8fb63bf-e2af-4ef7-8fe4-d17ce8d76197,141.96
ACCESORIOS,COOKWR,CO4803,TAPA ALTA CON BASE DE COCCION 26CM,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Tapa%20Alta%20con%20superficie%20de%20cocci%C3%B3n.png?alt=media&token=ec13da49-5fab-47f8-874b-f683bb734e09,379.46
ACCESORIOS,COOKWR,CO4804,TAPA SARTÉN GOURMET DE 8"/20CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Sart%C3%A9n%20Gourmet%20de%208%20pulgadas%20con%20tapa.jpg?alt=media&token=0a6b5f4d-4058-4ce0-987c-f0aea31c3af1,88.39
ACCESORIOS,COOKWR,CO4805,TAPA SARTÉN GOURMET DE 10"/24CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Sart%C3%A9n%20Gourmet%20de%2010%20pulgadas%20con%20tapa.jpg?alt=media&token=6ed8f441-674b-4289-8b09-7f4d54c2adfc,100.89
ACCESORIOS,COOKWR,CO4807,COLADOR PEQUEÑO 3 QT/20CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Colador%20peque%C3%B1o.png?alt=media&token=2988200f-cc1b-4bcd-bb5c-f36912f08b14,258.04
ACCESORIOS,COOKWR,CO4808,COLADOR GRANDE 6 QT/26CM  ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Colador%20grande.png?alt=media&token=7817a7fd-f6e1-4456-9268-b601f6a916dd,323.21
ACCESORIOS,COOKWR,CO9660,HORNO 12 QT/30CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Olla%20de%2012%20cuartos%20con%20tapa.jpg?alt=media&token=dcfb13de-e035-44c3-be7c-8c0c4015d4a0,554.46
ACCESORIOS,COOKWR,CO9675,HORNO 20 QT/35CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Olla%20de%2020%20cuartos%20con%20tapa.jpg?alt=media&token=68815de8-f709-4c47-a786-e43365e6d24c,751.79
ACCESORIOS,COOKWR,CO9680,HORNO 30 QT/38CM ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Olla%20de%2030%20cuartos%20con%20tapa.jpg?alt=media&token=c63209d1-ca44-473d-a613-3f4774d5bd8a,772.32
ACCESORIOS,PREM,PR0196,JUEGO DE 6 PCS KITCHEN TOOL SET,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Juego%20de%20Utensilios%20de%20Cocina%20de%206%20Piezas.jpg?alt=media&token=4255fcbe-cdef-47ec-b408-628004200e69,148.21
ACCESORIOS,PREM,PR1041,JUEGO DE 4 TAZONES PARA MEZCLAR CON TAPA Y BASE DE SILICONA,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/juego%20de%20tazones%204pcs.jpg?alt=media&token=bdba10d8-3667-46c3-a6cb-ecf90c234adc,177.68
ACCESORIOS,PREM,PR1675,HERVIDOR DE 1/2 QT,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Hervidor%20de%20%C2%BD%20cuarto.png?alt=media&token=74277c5e-c042-44f2-a0f0-8c12bf755e58,108.04
ACCESORIOS,PREM,PR1685,HERVIDOR DE 1 QT,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Hervidor%20de%201%20cuarto.jpg?alt=media&token=c70301f7-f192-4730-a414-10d575778450,123.21
ACCESORIOS,PREM,PR2120,ROYAL ESPRESSO MAKER / CAFETERA,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Royal%20Espresso.jpg?alt=media&token=08316835-8676-4b19-b6ad-389ddbec5274,157.14
ACCESORIOS,PREM,PR2605,ROYAL CUTTER / MÁQUINA DE ENSALADAS 3.0A,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/rp_royalcutter_zoom.jpg?alt=media&token=5a2c625f-bf94-469b-b4b7-2298c463df02,666.96
ACCESORIOS,SALPRO,SP0009,JUEGO DE CUBIERTOS AMERICANO  24 PCS SET-18/8,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Juego%20de%2024%20piezas%20Americana.jpg?alt=media&token=1c780960-d999-45ff-960e-f064a8c48a2d,116.96
ACCESORIOS,SALPRO,SP0016,JUEGO DE SERVIR AMERICANO  6 PCS -18/8,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Juego%20de%20Servir%20Americana%20-%206%20piezas.jpg?alt=media&token=614c86e8-e209-4072-92b7-0ff19f6855c6,41.96
ACCESORIOS,SALPRO,SP0020,JUEGO DE SERVIR DELUXE 3 PCS,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Juego%20de%20Servir%20Deluxe.jpg?alt=media&token=34ae72e1-dba5-41bf-8be8-ff590d17bc74,27.68
ACCESORIOS,SALPRO,SP0039,JUEGO DE SERVIR COMPLEMENTARIO 3 PCS,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Juego%20de%20Servir%20Complementario.jpg?alt=media&token=6a70156e-3d55-4084-bcb6-1e1a699d5414,26.79
ACCESORIOS,SALPRO,SP0060,JUEGO DE CUBIERTOS FIESTA 24 PCS SET-18/8,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Juego%20de%20Cubiertos%20Fiesta%20-%2024%20piezas.jpg?alt=media&token=4bf20dda-2c7f-49fc-ae8f-db20e9ff38b9,133.93
ACCESORIOS,SALPRO,SP0061,JUEGO DE SERVIR FIESTA 6 PCS 18/8,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Juego%20de%20Servir%20Fiesta%20-%206%20piezas.jpg?alt=media&token=756ad24d-d704-4be8-909c-99d99dc9526f,41.07
ACCESORIOS,SALPRO,SP0062,TAZON DE 5QT DOBLE PARED,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,65.18
ACCESORIOS,SALPRO,SP0066,TAZÓN MEZCLAR 10QT CON BASE SILICONA CON TAPA,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,100.89
ACCESORIOS,SALPRO,SP0111,ROYALWARE 6 PCS PACK / RECIPIENTES DE COMIDA.,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Recipiente%20para%20Almacenar%20de%206%20piezas.png?alt=media&token=2f97f8b9-fd38-4785-ba28-2fce3499f409,41.96
ACCESORIOS,SALPRO,SP0113,ROYALWARE 8 PCS SET / RECIPIENTES DE COMIDA,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Recipiente%20para%20Almacenar%20de%208%20piezas.jpg?alt=media&token=b1b6728a-a921-4e17-a497-9834bd820290,58.93
ACCESORIOS,SALPRO,SP0135,JUEGO DE 4 TAZAS TÉRMICAS,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Juego%20de%204%20Tazas%20t%C3%A9rmicas.jpg?alt=media&token=b58fa107-799a-495d-a828-8f07d484974f,79.46
ACCESORIOS,SALPRO,SP0145,RECIPIENTE PARA UTENSILIOS,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/REcipiente%20para%20Utensillos.jpg?alt=media&token=d1c31f34-e7e7-40b2-ad51-b50744efec09,31.25
ACCESORIOS,SALPRO,SP0196,CUCHILLO SANTOKU 5" ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Cuchillo%20Santoku%20de%205%20-%2012%2C7cm.jpg?alt=media&token=a5b84820-84cd-4f23-aa89-35cddcd03481,38.39
ACCESORIOS,SALPRO,SP0197,CUCHILLO SANTOKU 3.5" ,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Cuchillo%20Santoku%20de%205%20-%2012%2C7cm.jpg?alt=media&token=a5b84820-84cd-4f23-aa89-35cddcd03481,29.46
ACCESORIOS,SALPRO,SP0210,TAZONES PARA MEZCLAR  CON BASE DE SILICONA Y TAPAS 2 PCS,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/juego%20de%20tazones%202pcs.jpg?alt=media&token=d5dae4ac-691d-403c-be5d-86ade8dcaa24,88.39
ACCESORIOS,SALPRO,SP0252,JUEGO DE COPAS PARA HELADO CON PARED DOBLE 2PZS,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Juego%20de%20copas%20para%20helado%202%20pcs.jpg?alt=media&token=4e8aac35-a63b-4c1f-acbb-615695d2a1d1,51.79
ACCESORIOS,SALPRO,SP0305,BASE MAGNÉTICA,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/Base%20Magn%C3%A9tica.jpg?alt=media&token=946f6bef-111b-4512-8893-60a4cffb3f3a,40.18
ACCESORIOS,SALPRO,SP0380,ARO PARA AGARRADERA MEDIANA 16CM 20CM NEGRO,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.34
ACCESORIOS,SALPRO,SP0381,ARO PARA AGARRADERA MEDIANA 16CM20CM VERDE,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.34
ACCESORIOS,SALPRO,SP0382,ARO PARA AGARRADERA MEDIANA 16CM20CM AMARILLO,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.34
ACCESORIOS,SALPRO,SP0383,ARO PARA AGARRADERA MEDIANA 16CM20CM NARANJA,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.34
ACCESORIOS,SALPRO,SP0384,ARO PARA AGARRADERA MEDIANA 16CM20CM PURPURA,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.34
ACCESORIOS,SALPRO,SP0385,ARO PARA AGARRADERA MEDIANA 16CM20CM AZUL,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.34
ACCESORIOS,SALPRO,SP0386,ARO PARA AGARRADERA MEDIANA 16CM20CM ROJO,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.34
ACCESORIOS,SALPRO,SP0387,ARO PARA AGARRADERA MEDIANA 26-30-35CM NEGRO,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.79
ACCESORIOS,SALPRO,SP0388,ARO PARA AGARRADERA MEDIANA 26-30-35CM VERDE,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.79
ACCESORIOS,SALPRO,SP0389,ARO PARA AGARRADERA MEDIANA 26-30-35CM AMARILLO,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.79
ACCESORIOS,SALPRO,SP0390,ARO PARA AGARRADERA MEDIANA 26-30-35CM NARANJA,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.79
ACCESORIOS,SALPRO,SP0391,ARO PARA AGARRADERA MEDIANA 26-30-35CM PURPURA,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.79
ACCESORIOS,SALPRO,SP0392,ARO PARA AGARRADERA MEDIANA 26-30-35CM AZUL,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.79
ACCESORIOS,SALPRO,SP0393,ARO PARA AGARRADERA MEDIANA 26-30-35CM ROJO,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,1.79
ACCESORIOS,SALPRO,SP0477,ARO PARA TAPA ALTA VERDE,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,24.11
ACCESORIOS,SALPRO,SP0478,ARO PARA TAPA ALTA AMARILLO,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,24.11
ACCESORIOS,SALPRO,SP0479,ARO PARA TAPA ALTA NARANJA,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,24.11
ACCESORIOS,SALPRO,SP0480,ARO PARA TAPA ALTA PURPURA,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,24.11
ACCESORIOS,SALPRO,SP0481,ARO PARA TAPA ALTA AZUL,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,24.11
ACCESORIOS,SALPRO,SP0488,ARO PARA TAPA ALTA ROJO,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,24.11
ACCESORIOS,SALPRO,SP1850,DESTAPADOR DE BOTELLAS PRECISION SERIES,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,34.82
ACCESORIOS,SALPRO,SP1851,RALLADOR DE QUESO PRECISION SERIES,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,41.07
ACCESORIOS,SALPRO,SP1852,ESPÁTULA PRECISION SERIES,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,46.43
ACCESORIOS,SALPRO,SP1853,BATIDORA DE TORTA GLOBO PRECISION SERIES,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,46.43
ACCESORIOS,SALPRO,SP1854,PELADOR PRECISION SERIES,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,41.07
ACCESORIOS,SALPRO,SP1856,CORTADOR DE PIZZA PRECISION SERIES,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,46.43
ACCESORIOS,SALPRO,SP1857,MACHACADOR PRECISION SERIES,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,46.43
ACCESORIOS,SALPRO,SP1859,ESPÁTULA PARA HELADO PRECISION SERIES,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,41.07
ACCESORIOS,SALPRO,SP1860,PELADOR VERTICAL PRECISION SERIES,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,41.07
ACCESORIOS,SALPRO,SP1861,ESPÁTULAS DE SILICONA 2 PCS,https://firebasestorage.googleapis.com/v0/b/app-cateon.appspot.com/o/warranty.jpg?alt=media&token=d9888565-2df8-4946-983a-97c5a13af7ee,62.50
